ids,sentiment,sarcasm,vulgar,abuse,target,label,caption
image_telugu_0634.png,neutral,yes,vulgar,abusive,none,1,a man in a blue shirt is holding his head
image_telugu_0511.png,neutral,yes,not vulgar,non-abusive,individual,0,telugu dialoguess in telugu movies
image_telugu_0479.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man holding a phone with a number on it
image_telugu_0791.png,positive,no,not vulgar,non-abusive,social sub-groups,0,a man in a brown jacket and a man in a white shirt with a beard and a beard
image_telugu_0189.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a screenshot of person and person in a movie
image_telugu_0060.png,negative,yes,not vulgar,abusive,individual,1,a man taking a selfie with his cell phone
image_telugu_0358.png,neutral,yes,vulgar,abusive,gender,1,a col of the actors in the movie
image_telugu_0650.png,neutral,yes,not vulgar,abusive,individual,1,a man in a lab holding a glass of milk
image_telugu_0495.png,negative,yes,vulgar,non-abusive,social sub-groups,0,a man in a green jacket talking to another man in a green jacket
image_telugu_0525.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a woman in a pink dress and glasses with a man in a white shirt
image_telugu_0530.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,sad love quotes for him
image_telugu_0073.png,neutral,yes,not vulgar,non-abusive,none,0,telugu funny quotes in telugu telugu telugu quotes
image_telugu_0575.png,neutral,yes,not vulgar,non-abusive,individual,0,a young boy is being his father ' s hand at the event
image_telugu_0331.png,negative,no,vulgar,non-abusive,individual,0,person in a sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar sar
image_telugu_0935.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,funny dog in car with capt
image_telugu_0188.png,positive,no,not vulgar,non-abusive,none,0,tamil dialoguess
image_telugu_0646.png,neutral,yes,not vulgar,abusive,individual,1,a man talking to another man in a conversation
image_telugu_0641.png,neutral,yes,not vulgar,non-abusive,none,0,a couple sitting at a table with a quote on it
image_telugu_0268.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0071.png,neutral,yes,not vulgar,non-abusive,none,0,a poster of person
image_telugu_0133.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny jokes on life
image_telugu_0527.png,negative,no,vulgar,non-abusive,none,0,a woman with a pink lipstick and a pink lipstick
image_telugu_0360.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,"a man with a microphone and a sign that says, i don ' t care"
image_telugu_0557.png,neutral,yes,not vulgar,non-abusive,none,0,a man is talking to another man in a room
image_telugu_0492.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a cartoon character with a big chest and a big chest
image_telugu_0163.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny dialogues from the movie
image_telugu_0319.png,positive,no,not vulgar,non-abusive,individual,0,a police officer is giving a girl a kiss
image_telugu_0802.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,the cricket team in the movie
image_telugu_0378.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a screenshot of a man talking to a woman
image_telugu_0202.png,neutral,yes,not vulgar,non-abusive,gender,0,"a woman with a sign that says, ' i ' m '"
image_telugu_0317.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a man is standing next to another man
image_telugu_0762.png,positive,no,not vulgar,non-abusive,individual,0,a col of the actor in a movie
image_telugu_0009.png,neutral,yes,not vulgar,non-abusive,none,0,a dialogues of the movie
image_telugu_0198.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a picture of a man with a quote on it
image_telugu_0278.png,neutral,yes,not vulgar,non-abusive,religion,0,a dog is standing in the middle of a road
image_telugu_0544.png,negative,no,vulgar,non-abusive,none,0,a col of a girl with different expressions
image_telugu_0528.png,negative,no,vulgar,non-abusive,none,0,"telugu actress person, person, person, person, person, person, person, person, person"
image_telugu_0800.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,bharat masiku vidhu telugu movie
image_telugu_0214.png,neutral,yes,not vulgar,non-abusive,national origin,0,a man talking to a woman in a room with a poster
image_telugu_0126.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny joke on the face of a man
image_telugu_0552.png,neutral,yes,not vulgar,non-abusive,none,0,yeadu raja ninu - official video song
image_telugu_0568.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0472.png,neutral,yes,vulgar,non-abusive,none,0,a dog is standing next to a cup of coffee
image_telugu_0930.png,negative,yes,not vulgar,non-abusive,others,0,a man in a white shirt is talking to the camera
image_telugu_0429.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a movie with a quote from the movie
image_telugu_0593.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a screenshot of a man in a tuk tuk
image_telugu_0338.png,negative,yes,vulgar,non-abusive,individual,0,funny text messages for whatsawhate
image_telugu_0990.png,positive,yes,not vulgar,non-abusive,individual,0,a man in a white shirt is talking to a woman in a yellow shirt
image_telugu_0261.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a man is talking to a woman in a restaurant
image_telugu_0572.png,neutral,yes,not vulgar,non-abusive,none,0,a dialogues in hindi with a picture of a man and woman
image_telugu_0312.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,tamil funny dialoguess
image_telugu_0084.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a woman in a red dress is seen on the screen
image_telugu_0743.png,positive,yes,not vulgar,non-abusive,individual,0,actor vijay reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0287.png,neutral,yes,not vulgar,non-abusive,individual,0,ayur song lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics lyrics
image_telugu_0201.png,negative,yes,vulgar,abusive,social sub-groups,1,"a man sitting on the steps of a building with a text that reads, ` ' '"
image_telugu_0337.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a funny scene from the movie
image_telugu_0806.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a man with a mustache and a mustache in his mouth
image_telugu_0499.png,neutral,yes,not vulgar,non-abusive,none,0,anilu telugu movie dialogues
image_telugu_0143.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a group of people sitting around a table with food
image_telugu_0254.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a dog and a cat are sitting on a bed
image_telugu_0783.png,positive,no,not vulgar,non-abusive,social sub-groups,0,"a man with a beard and sunglasses on his face, holding a microphone"
image_telugu_0586.png,neutral,yes,not vulgar,non-abusive,political,0,a woman is talking to a man in a news room
image_telugu_0303.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny dialogues of the actor
image_telugu_0807.png,positive,no,not vulgar,non-abusive,others,0,naeru shaba sou hon naeru naeru naeru naeru naeru naeru na
image_telugu_0321.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,on march 2 on march 2
image_telugu_0476.png,positive,no,not vulgar,non-abusive,individual,0,person and person in yellow sari sari sari sari sari sari sari sari sari sari sari sar
image_telugu_0884.png,positive,no,not vulgar,non-abusive,social sub-groups,0,a man talking on the phone with a map in the background
image_telugu_0353.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a screenshot of a dog and a cat
image_telugu_0916.png,neutral,yes,not vulgar,non-abusive,individual,0,a song with a picture of a man playing a guitar
image_telugu_0010.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a picture of a man with a quote on it
image_telugu_0929.png,negative,yes,not vulgar,non-abusive,others,0,telugu movie dialoguess
image_telugu_0920.png,neutral,yes,not vulgar,non-abusive,others,0,funny dog in telugu telugu funny funny dog in telugu telugu funny dog in telugu funny dog in telugu funny dog in telugu funny dog in telugu
image_telugu_0555.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a dog sitting on top of a table with a cup
image_telugu_0707.png,negative,yes,not vulgar,non-abusive,political,0,telugu dialoguess in telugu movies
image_telugu_0008.png,negative,yes,not vulgar,non-abusive,individual,0,a woman in a red shirt and a woman in a brown shirt are on the set of a tv show
image_telugu_0732.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,pawan and vijay in the movie
image_telugu_0172.png,negative,yes,vulgar,abusive,individual,1,person and person in the movie
image_telugu_0156.png,positive,yes,not vulgar,non-abusive,none,0,cute baby girl in black dress and hat
image_telugu_0830.png,negative,yes,not vulgar,non-abusive,others,0,a man who was murdered in a tamil movie
image_telugu_0063.png,neutral,yes,not vulgar,non-abusive,none,0,person and person in the movie
image_telugu_0284.png,neutral,yes,not vulgar,non-abusive,individual,0,a man and woman are talking in a group of people
image_telugu_0081.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a child in a school uniform is pointing at the camera
image_telugu_0395.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny dialogues of person
image_telugu_0504.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialoguess
image_telugu_0100.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialoguess that will make you laugh
image_telugu_0465.png,positive,yes,not vulgar,non-abusive,individual,0,funny telugu funny dialoguess
image_telugu_0235.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,donald and ivan trump kissing
image_telugu_0608.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man and woman are talking to each other people
image_telugu_0829.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialoguess in telugu movies
image_telugu_0684.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialoguess in telugu movies
image_telugu_0033.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a picture of a man kissing a woman in the middle of a movie
image_telugu_0386.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man with a mustache and a woman with a mustache and a man with a mustache and a woman with
image_telugu_0251.png,neutral,yes,vulgar,non-abusive,none,0,a doge is a doge that is a doge that is a doge that is a dog
image_telugu_0596.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny picture of a man eating food
image_telugu_0811.png,negative,yes,not vulgar,non-abusive,others,0,the dialogues of person in the movie
image_telugu_0607.png,positive,no,not vulgar,non-abusive,social sub-groups,0,person in telugu movie
image_telugu_0204.png,neutral,yes,not vulgar,abusive,social sub-groups,1,a col of the same song
image_telugu_0700.png,negative,yes,not vulgar,abusive,political,1,raj raj and raj raj on the politics debate
image_telugu_0323.png,positive,no,not vulgar,non-abusive,political,0,tamil dialogues dialoguess
image_telugu_0072.png,neutral,yes,not vulgar,non-abusive,none,0,a young boy crying in the street
image_telugu_0958.png,negative,no,not vulgar,non-abusive,others,0,a man is being raped in the house of a woman in telangana
image_telugu_0368.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a suit and a woman in a dress
image_telugu_0941.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man talking to a woman in the street
image_telugu_0538.png,positive,no,not vulgar,non-abusive,individual,0,a man in a green shirt is standing in front of a crowd
image_telugu_0857.png,neutral,yes,not vulgar,non-abusive,none,0,tamil funny dialoguess
image_telugu_0867.png,negative,yes,vulgar,abusive,national origin,1,a man with a beard and a beard in a blue shirt
image_telugu_0451.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a screenshot of a man and woman in a red scarf
image_telugu_0612.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,malayalam movie dialoguess with english subs
image_telugu_0531.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,the love story of the actress and her husband
image_telugu_0211.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny jokes on life
image_telugu_0302.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man is eating food in a restaurant
image_telugu_0953.png,positive,yes,not vulgar,non-abusive,others,0,a car full of money
image_telugu_0416.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny dialoguess
image_telugu_0137.png,negative,yes,not vulgar,non-abusive,none,0,a picture of a man and woman with the words in spanish
image_telugu_0401.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a screenshot of a woman with a smile on her face
image_telugu_0216.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny jokes on life
image_telugu_0789.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,nai nai nai nai nai nai nai nai nai nai nai nai nai nai nai
image_telugu_0772.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a woman in a bikini top and a man in a hat and a man in a hat and a woman
image_telugu_0064.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a col of the actors in malayalam movies
image_telugu_0617.png,neutral,yes,vulgar,abusive,none,1,a man in a red shirt is looking at his phone
image_telugu_0936.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man drinking a beer and another drinking a beer
image_telugu_0218.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu love quotes in telugu telugu quotes in telugu telugu quotes in telugu
image_telugu_0171.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a child with glasses and a teacher ' s face
image_telugu_0839.png,positive,no,not vulgar,non-abusive,religion,0,person ' s speech at the event
image_telugu_0835.png,negative,no,not vulgar,non-abusive,others,0,a woman who was raped in a hospital
image_telugu_0113.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man holding a baby in his lap
image_telugu_0394.png,neutral,yes,not vulgar,non-abusive,individual,0,malayalam comedy dialoguess
image_telugu_0516.png,neutral,yes,not vulgar,non-abusive,none,0,a man talking to a woman in a room
image_telugu_0267.png,negative,yes,vulgar,abusive,individual,1,a screenshot of a man with a mustache and mustache
image_telugu_0671.png,neutral,yes,not vulgar,non-abusive,political,0,tdp leaders in parliament meeting
image_telugu_0918.png,negative,no,not vulgar,non-abusive,others,0,anil and anil in telugu movie
image_telugu_0507.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0410.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a couple in a room with a window and a window
image_telugu_0679.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,valentine day 2020 date in telugu telugu tv
image_telugu_0397.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man laying on the ground
image_telugu_0761.png,positive,no,not vulgar,non-abusive,social sub-groups,0,funny moments from the cricket world cup
image_telugu_0548.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a white shirt and a man in a black shirt
image_telugu_0089.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu movie dialogues dialoguess
image_telugu_0149.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,"telugu love quotes in telugu telugu quotes, telugu quotes, telugu quotes, love quotes, love quotes, love"
image_telugu_0256.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,the poster for the movie
image_telugu_0127.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialogues of actor raj raj
image_telugu_0669.png,positive,no,not vulgar,non-abusive,religion,0,person and person in a movie
image_telugu_0787.png,positive,no,not vulgar,non-abusive,social sub-groups,0,the avengers are back in the avengers universe
image_telugu_0058.png,neutral,yes,not vulgar,non-abusive,none,0,person and person in the movie
image_telugu_0096.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0213.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,funny school girl jokes
image_telugu_0837.png,positive,no,not vulgar,non-abusive,others,0,a man in a helmet and glasses is talking to a woman
image_telugu_0135.png,neutral,yes,not vulgar,non-abusive,national origin,0,"a child with a speech bubble saying that says, ' i ' m '"
image_telugu_0868.png,positive,no,not vulgar,non-abusive,individual,0,telugu dialogues of actor
image_telugu_0148.png,positive,yes,not vulgar,non-abusive,none,0,a text that reads ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `
image_telugu_0609.png,neutral,yes,not vulgar,non-abusive,none,0,a doge sitting on a couch with a newspaper in its mouth
image_telugu_0616.png,neutral,yes,not vulgar,non-abusive,individual,0,anura and anura in telugu movie
image_telugu_0751.png,negative,yes,not vulgar,non-abusive,political,0,a video of the incident in hyderabad
image_telugu_0952.png,negative,yes,vulgar,abusive,individual,1,telugu dialoguess in telugu movies
image_telugu_0956.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0627.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,memesi memesi memesi memesi memesi memesi memesi memesi memesi memesi
image_telugu_0909.png,negative,yes,not vulgar,non-abusive,individual,0,a screenshot of the scene of the movie
image_telugu_0306.png,neutral,yes,not vulgar,non-abusive,none,0,a group of people in red robes with the words in english
image_telugu_0392.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,first look of first look of first look of first look of first look of first look of first look of first look of first look of first look of
image_telugu_0062.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a man with a red nose and a black nose with a red nose and a white nose with a red
image_telugu_0534.png,neutral,yes,vulgar,non-abusive,none,0,malayalam movie dialoguess
image_telugu_0003.png,neutral,yes,not vulgar,non-abusive,individual,0,"a screenshot of a man with a beard and a beard, text reads ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"
image_telugu_0967.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0670.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man is seen in a news room with a poster of his family
image_telugu_0391.png,neutral,yes,vulgar,abusive,political,1,a man in a yellow shirt and a woman in a yellow shirt
image_telugu_0980.png,negative,yes,not vulgar,non-abusive,others,0,telugu dialoguess in telugu movies
image_telugu_0636.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a dog is standing next to a man in a suit
image_telugu_0130.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu quotes in telugu
image_telugu_0986.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0970.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0633.png,neutral,yes,not vulgar,non-abusive,none,0,"a man with a beard and a beard, and a woman with a beard, and a man with a"
image_telugu_0926.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a man is giving a woman a box of food
image_telugu_0387.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man riding a motorcycle with a woman on the back
image_telugu_0203.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialoguess
image_telugu_0987.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,person and person in the movie
image_telugu_0051.png,positive,yes,not vulgar,non-abusive,gender,0,person and person in the movie
image_telugu_0164.png,neutral,yes,not vulgar,non-abusive,none,0,a funny joke on the interview of the actor
image_telugu_0334.png,neutral,yes,not vulgar,non-abusive,individual,0,a dog with a purple hair and a black hat
image_telugu_0274.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a dog is standing on its hinds and a man is standing on his hinds
image_telugu_0682.png,neutral,yes,not vulgar,non-abusive,individual,0,a man is pouring water on his face
image_telugu_0315.png,neutral,yes,vulgar,non-abusive,individual,0,tamil dialoguess with dialoguess
image_telugu_0598.png,neutral,yes,not vulgar,non-abusive,political,0,a dog is being carried by a woman in a village
image_telugu_0906.png,positive,no,not vulgar,non-abusive,gender,0,a funny conversation between kartih and karthh
image_telugu_0583.png,neutral,yes,not vulgar,non-abusive,individual,0,a screenshot of a group of people with the capt in spanish
image_telugu_0677.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu telugu movies
image_telugu_0283.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a group of people sitting in a room with a quote on the side
image_telugu_0364.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a man with a mustache and mustaches on his face
image_telugu_0455.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialogues of the movie
image_telugu_0124.png,neutral,yes,not vulgar,non-abusive,none,0,telugu quotes in telugu
image_telugu_0844.png,negative,yes,vulgar,abusive,individual,1,a man crying in the face of a woman
image_telugu_0662.png,positive,no,not vulgar,non-abusive,national origin,0,the team of india and pakistan are all smiles for the camera
image_telugu_0644.png,neutral,yes,not vulgar,non-abusive,individual,0,a woman in a yellow sari sari sari sari sari sari sari sari sari sari sari sar
image_telugu_0728.png,negative,yes,not vulgar,non-abusive,political,0,vijay reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0938.png,negative,no,not vulgar,non-abusive,social sub-groups,0,a woman wearing a mask and a man wearing a face mask
image_telugu_0740.png,negative,yes,not vulgar,non-abusive,political,0,a man talking to a woman in telugu telugu
image_telugu_0833.png,negative,yes,not vulgar,non-abusive,individual,0,a man talking to a woman in a bus
image_telugu_0755.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,sunath saharm reng on feb
image_telugu_0333.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialogues dialoguess
image_telugu_0812.png,positive,yes,not vulgar,non-abusive,individual,0,a man in a police uniform is pointing at the camera
image_telugu_0733.png,positive,no,not vulgar,non-abusive,individual,0,a woman in a car with a man in the back
image_telugu_0054.png,negative,yes,not vulgar,abusive,individual,1,a man is laughing and pointing at the camera
image_telugu_0966.png,positive,no,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0299.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,malayalam dialoguess with english subs
image_telugu_0443.png,negative,yes,vulgar,non-abusive,gender,0,a man in a tuk tuk tuk tuk tuk tuk tuk tuk tu
image_telugu_0962.png,neutral,yes,not vulgar,non-abusive,others,0,a funny scene from the movie
image_telugu_0439.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man holding a cell phone with the capt of a man in a white shirt
image_telugu_0786.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,malayalam movie preme re re re re re re re re re re re re re re re re re
image_telugu_0706.png,positive,no,not vulgar,non-abusive,none,0,vijay vijay reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0974.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a cap is talking into a microphone
image_telugu_0219.png,neutral,yes,not vulgar,non-abusive,gender,0,a woman looking through a telescope at a camera
image_telugu_0025.png,neutral,yes,not vulgar,non-abusive,gender,0,a man in a suit and tie is talking to a woman in a red dress
image_telugu_0897.png,negative,yes,not vulgar,non-abusive,individual,0,vijay vijay and vijay vijay in the movie
image_telugu_0192.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a couple in a photo with the capt of the capt
image_telugu_0567.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu language
image_telugu_0798.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,"a screenshot of a man in a white shirt and a white shirt, with the capt that reads,"
image_telugu_0925.png,neutral,yes,not vulgar,non-abusive,others,0,anil kalvi in telugu movie
image_telugu_0459.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a red shirt and sunglasses is holding a cigarette
image_telugu_0132.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,telugu sad love quotes in telugu telugu sad love quotes in telugu telugu sad love quotes in telugu sad
image_telugu_0449.png,neutral,yes,vulgar,non-abusive,political,0,a man is trying to get a woman ' s attention
image_telugu_0870.png,neutral,yes,not vulgar,non-abusive,individual,0,kaala movie review
image_telugu_0153.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialoguess in telugu movies
image_telugu_0965.png,negative,yes,not vulgar,non-abusive,individual,0,a man with glasses and a beard in a movie
image_telugu_0590.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,kalha kalha kalha kalha kalha kalha kalha kalha kalha ka
image_telugu_0973.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialoguess of the actor
image_telugu_0649.png,neutral,yes,not vulgar,non-abusive,political,0,telugu movie dialoguess
image_telugu_0055.png,positive,yes,not vulgar,non-abusive,none,0,a woman in a graduation gown smiles at a man in a suit
image_telugu_0241.png,negative,yes,not vulgar,non-abusive,individual,0,a boy with a smile and a cat on his face
image_telugu_0210.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny quotes in telugu telugu funny quotes in telugu telugu
image_telugu_0758.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a man in a blue shirt is holding a bat
image_telugu_0413.png,neutral,yes,vulgar,abusive,individual,1,a couple talking to each other people
image_telugu_0308.png,negative,yes,not vulgar,non-abusive,political,0,a man with a beard and a beard in a suit
image_telugu_0469.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a scene from the movie ' s first look
image_telugu_0432.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a doge and a cat sitting on a stage
image_telugu_0374.png,neutral,yes,not vulgar,non-abusive,individual,0,memess memess memess memess memess memess memess memess memess memess
image_telugu_0553.png,positive,no,not vulgar,non-abusive,none,0,a man talking to another man in a room
image_telugu_0024.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny dialogues of person
image_telugu_0862.png,negative,yes,not vulgar,non-abusive,individual,0,telugu dialoguess in telugu movies
image_telugu_0119.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man pointing at a little girl with a thought bubble above her
image_telugu_0393.png,neutral,yes,vulgar,abusive,individual,1,a cartoon picture of a man giving another man a kiss
image_telugu_0587.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a white shirt and pink headband is talking to another man in a white shirt
image_telugu_0860.png,positive,no,not vulgar,non-abusive,none,0,telugu dialoguess in telugu movies
image_telugu_0642.png,neutral,yes,not vulgar,non-abusive,gender,0,malayalam dialoguess
image_telugu_0570.png,neutral,yes,not vulgar,non-abusive,individual,0,a girl crying in the face of her father
image_telugu_0313.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,anir ' s party in the movie
image_telugu_0349.png,neutral,yes,not vulgar,non-abusive,individual,0,hindi movie dialogues dialoguess
image_telugu_0396.png,neutral,yes,vulgar,non-abusive,individual,0,a man is being a woman in a crowd
image_telugu_0242.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,malayalam comedy dialoguess
image_telugu_0070.png,negative,yes,not vulgar,abusive,social sub-groups,1,telugu dialoguess in telugu telugu movies
image_telugu_0314.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a woman with a cat on her face
image_telugu_0385.png,neutral,yes,not vulgar,non-abusive,individual,0,malayalam comedy movie
image_telugu_0915.png,positive,yes,not vulgar,non-abusive,others,0,veluma veluma veluma veluma veluma veluma veluma veluma veluma ve
image_telugu_0695.png,negative,yes,not vulgar,non-abusive,political,0,person in a movie
image_telugu_0404.png,neutral,yes,vulgar,non-abusive,none,0,a man in a brown shirt dancing with a crowd
image_telugu_0052.png,negative,yes,not vulgar,non-abusive,none,0,person and person in the movie
image_telugu_0657.png,neutral,yes,not vulgar,non-abusive,none,0,tamil dialoguess
image_telugu_0341.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,malayalam dialoguess
image_telugu_0098.png,negative,no,not vulgar,non-abusive,individual,0,a cartoon cat playing with a toy
image_telugu_0588.png,neutral,yes,vulgar,abusive,social sub-groups,1,tamil funny videos
image_telugu_0488.png,neutral,yes,not vulgar,non-abusive,none,0,a man is running in the mountains
image_telugu_0293.png,neutral,yes,not vulgar,non-abusive,individual,0,malayalam comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy comedy
image_telugu_0943.png,positive,yes,not vulgar,non-abusive,others,0,a man speaking into a microphone in a telugu news
image_telugu_0989.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
