ids,sentiment,sarcasm,vulgar,abuse,target,label
image_telugu_0297.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0514.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0205.png,neutral,no,not vulgar,non-abusive,none,0
image_telugu_0329.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0813.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0344.png,negative,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0794.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0741.png,negative,yes,not vulgar,non-abusive,political,0
image_telugu_1000.png,negative,yes,not vulgar,non-abusive,others,0
image_telugu_0911.png,neutral,yes,not vulgar,non-abusive,gender,0
image_telugu_0843.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0719.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0471.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0632.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0275.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0591.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0731.png,negative,yes,not vulgar,non-abusive,political,0
image_telugu_0238.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0549.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0296.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0652.png,neutral,yes,not vulgar,non-abusive,individual,0
